Date,Message
"Sep 10, 2016 ",Major delay at 16TH in SFO/MLBR and East Bay dirs due to a major medical emergency. 
"Sep 10, 2016 ","Trains are not stopping at 16TH on DALY line in SFO, MLBR, DALY and East Bay dirs due to a major medical emergency. "
"Sep 10, 2016 ",Major delay at 16TH in East Bay dir due to a major medical emergency. 
"Sep 10, 2016 ",Delay developing at 16TH in East Bay dir due to a major medical emergency. 
"Sep 09, 2016 ",BART recovering: 10 min delay between NCON and PHIL in PITT and SFO dirs due to equip prob. 
"Sep 09, 2016 ",10 min delay between NCON and PHIL in PITT and SFO dirs due to equip prob. 
"Sep 09, 2016 ",Delay developing on PITT line in PITT dir due to obstruction. 
"Sep 08, 2016 ",20 min delay on PITT line in SFO dir due to equip prob. 
"Sep 08, 2016 ",BART recovering: 10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Sep 08, 2016 ",10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Sep 08, 2016 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier medical emergency. "
"Sep 07, 2016 ","BART recovering: 20 min delay at RICH on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Sep 07, 2016 ","20 min delay at RICH on RICH line in FRMT, RICH and MLBR dirs due to equip prob. "
"Sep 07, 2016 ",BART recovering: 10 min delay at LAKE on DALY line in RICH and DALY dirs due to equip prob. 
"Sep 07, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 30, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 30, 2016 ","Expect delays of up to 20 mins between SHAY and FRMT in FRMT, and RICH dirs due to scheduled track maintenance. "
"Aug 30, 2016 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier equipment prob on a train at EMBR. "
"Aug 29, 2016 ",BART recovering: 10 min delay on DALY line in DALY dir due to equip prob at GLEN stn. 
"Aug 29, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 28, 2016 ","Expect delays of up to 20 mins between SHAY and FRMT in FRMT, and RICH dirs due to scheduled track maintenance. "
"Aug 28, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and SHAY in RICH dir due to track maint. 
"Aug 27, 2016 ",BART recovering: 10 min delay at SF stns in East Bay dir due to an earlier equipment prob on a train. 
"Aug 27, 2016 ",10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Aug 26, 2016 ",BART recovering: 10 min delay at SF stns in East Bay dir due to an earlier equipment prob on a train. 
"Aug 26, 2016 ","BART recovering: 10 min delay between COLS and FTVL in DUBL, FRMT, RICH and DALY dirs due to an earlier equipment prob on track. "
"Aug 26, 2016 ",BART recovering: trains are now stopping at PLZA. 
"Aug 26, 2016 ",Trains are not stopping at PLZA in FRMT and MLBR dirs due to police activity. 
"Aug 26, 2016 ","10 min delay between COLS and FTVL in DUBL, FRMT, RICH and DALY dirs due to equip prob. "
"Aug 26, 2016 ",10 min delay between COLS and FTVL in RICH and DALY dirs due to equip prob and earlier mechanical issues on a train. 
"Aug 26, 2016 ",10 min delay at SANL in RICH and DALY dirs due to equip prob. 
"Aug 26, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and SHAY in RICH dir due to track maint. 
"Aug 26, 2016 ",10 min delay between CONC and PITT in PITT dir due to track maint. 
"Aug 25, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 25, 2016 ",BART has recovered from an earlier prob. Trains were not stopping at CIVC earlier. We are back to normal svc at CIVC. 
"Aug 25, 2016 ",Trains are not stopping at CIVC on DALY line due to police activity. Muni is providing mutual aid on market st 
"Aug 25, 2016 ",Trains are not stopping at CIVC on DALY line due to police activity. 
"Aug 25, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and SHAY in RICH dir due to track maint. 
"Aug 25, 2016 ","BART recovering: 10 min delay between WOAK and SF stns in SFO, MLBR and DALY dirs. "
"Aug 24, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 24, 2016 ",20 min delay at SHAY in FRMT and RICH dirs due to track maint. 
"Aug 24, 2016 ",BART recovering: residual 10 min delay system wide to all destinations due to an earlier equipment prob on track. 
"Aug 24, 2016 ",10 min delay system wide due to equip prob in Oak. 
"Aug 24, 2016 ",BART recovering: trains are stopping at LAFY. 
"Aug 23, 2016 ",Trains are not stopping at LAFY due to police activity. 
"Aug 23, 2016 ",BART recovering: 10 min delay system wide. 
"Aug 23, 2016 ","BART recovering: major delay at WOAK in PITT, DUBL, FRMT, RICH and SFO dirs due to police activity. "
"Aug 23, 2016 ","Major delay at WOAK in PITT, DUBL, FRMT, RICH and SFO dirs due to police activity. "
"Aug 23, 2016 ",Major delay at WOAK in East Bay dir due to police activity. 
"Aug 23, 2016 ","BART recovering: 10 min delay at 12TH in FRMT, SFO and MLBR dirs due to police activity. "
"Aug 23, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 23, 2016 ",BART recovering: 10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Aug 23, 2016 ",10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Aug 23, 2016 ",BART recovering: 10 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Aug 23, 2016 ",10 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Aug 22, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 22, 2016 ","BART recovering: 10 min delay on FRMT line in DUBL, FRMT, RICH and SF dirs due to a power outage in SANL. "
"Aug 22, 2016 ","Major delay on FRMT line in DUBL, FRMT, RICH and SF dirs due to a power outage in SANL. "
"Aug 22, 2016 ","20 min delay at SANL in DUBL, FRMT, RICH and SF dirs due to a power outage. "
"Aug 22, 2016 ",BART recovering: 8-10 min delay between LAKE and FTVL in FRMT and RICH dirs due to an earlier equipment prob on track. 
"Aug 22, 2016 ",10 min delay between LAKE and FTVL in FRMT and RICH dirs due to equip prob. 
"Aug 21, 2016 ",Major delay at PHIL in SF dir due to equip prob. 
"Aug 21, 2016 ",Major delay at GLEN in East Bay dir due to equip prob. 
"Aug 20, 2016 ","BART recovering: 10 min delay at SF stns in PITT, DUBL and FRMT dirs due to equip prob. "
"Aug 20, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Aug 20, 2016 ",BART recovering: 10 min delay between SF stns and East Bay stns in East Bay dir due to a medical emergency. 
"Aug 20, 2016 ",Delay developing between SF stns and East Bay stns in East Bay dir due to a medical emergency. 
"Aug 19, 2016 ","10 min delay between FRMT and SHAY on FRMT line in FRMT, RICH and DALY dirs due to track maint. "
"Aug 19, 2016 ",BART recovering: 20 min delay at DELN in FRMT and RICH dirs due to police activity. 
"Aug 18, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 18, 2016 ","Major delay between SHAY and FRMT on FRMT line in FRMT, RICH and DALY dirs due to track maint. "
"Aug 17, 2016 ","Expect delays of up to 30 mins between SHAY and FRMT in FRMT, RICH and DALY dirs due to scheduled track maintenance. "
"Aug 17, 2016 ","BART recovering: 10 min delay in downtown Oak in SFO, MLBR and DALY dirs due to police activity. "
"Aug 17, 2016 ",BART recovering: 10 min delay between SHAY and FRMT in FRMT and RICH dirs due to an earlier equipment prob on track. 
"Aug 17, 2016 ","10 min delay between SHAY and FRMT in FRMT, RICH and DALY dirs due to equip prob. "
"Aug 17, 2016 ",Trains are not stopping at 12TH due to police activity. 
"Aug 15, 2016 ",BART recovering: 10 min delay at DALY in PITT and DUBL dirs due to earlier track inspections. 
"Aug 15, 2016 ",10 min delay at DALY in PITT and DUBL dirs due to track inspections. 
"Aug 13, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Aug 13, 2016 ",10 min delay at MONT in PITT and DUBL dirs due to police activity. 
"Aug 12, 2016 ",20 min delay system wide due to equip probs between DALY and BALB stns. 
"Aug 12, 2016 ",10 min delay system wide due to equip probs between DALY and BALB stns. 
"Aug 12, 2016 ",BART recovering: 10 min delay system wide due to an earlier equipment prob on track between DALY and BALB stns. 
"Aug 12, 2016 ",BART recovering: major delay system wide due to an earlier equipment prob on track between DALY and BALB. 
"Aug 12, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
"Aug 12, 2016 ","Major delay at peninsula and SF stns in SFO, MLBR and East Bay dirs due to equip prob. "
"Aug 12, 2016 ",Major delay at DALY in PITT and DUBL dirs due to equip prob. 
"Aug 12, 2016 ",Delay developing at DALY in PITT and DUBL dirs due to equip prob. 
"Aug 12, 2016 ","BART recovering: 10 min delay between WCRK and PHIL on PITT line in SFO, MLBR and DALY dirs due to equip prob. "
"Aug 12, 2016 ","10 min delay between WCRK and PHIL on PITT line in SFO, MLBR and DALY dirs due to equip prob. "
"Aug 11, 2016 ",BART recovering: 10 min delay at WOAK in PITT and FRMT dirs due to equip prob. 
"Aug 11, 2016 ","BART recovering: 10 min delay at SBRN in SFO, MLBR and East Bay dirs due to track maint. "
"Aug 11, 2016 ","10 min delay at SBRN in SFO, MLBR and SF dirs due to track maint. "
"Aug 10, 2016 ","BART recovering: 10 min delay between DELN and RICH in FRMT, RICH and MLBR dirs due to an earlier equipment prob on track. "
"Aug 10, 2016 ","10 min delay between DELN and RICH in FRMT, RICH and MLBR dirs due to equip prob. "
"Aug 10, 2016 ",BART recovering: 10 min delay on DALY line in MLBR and DALY dirs due to equip prob. 
"Aug 06, 2016 ",10 min delay on PITT line in PITT and SFO dirs due to track maint. 
"Aug 06, 2016 ","20- min delay between SHAY and FRMT in FRMT, RICH and DALY dirs due to track maint. "
"Aug 06, 2016 ","20-40 min delay between SHAY and FRMT in FRMT, RICH and DALY dirs due to track maint. "
"Aug 06, 2016 ",20-40 min delay between SHAY and FRMT on FRMT line in FRMT and RICH dirs due to track maint. 
"Aug 06, 2016 ","20 min delay between SHAY and FRMT in FRMT, RICH and DALY dirs due to track maint. "
"Aug 06, 2016 ","20 min delay between UCTY and FRMT in FRMT, RICH and DALY dirs due to track maint. "
"Aug 04, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and RICH in RICH dir due to track maint. 
"Aug 03, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and RICH in RICH dir due to track maint. 
"Aug 02, 2016 ",BART recovering: 10 min delay at WOAK on SFO line in SFO and MLBR dirs due to police activity. 
"Aug 02, 2016 ","BART recovering: 10 min delay on DALY line in SFO, MLBR and DALY dirs due to police activity. "
"Aug 01, 2016 ","BART recovering: 20 min delay in downtown Oak in SFO, MLBR and DALY dirs due to an earlier medical emergency at WOAK. "
"Aug 01, 2016 ","20 min delay in downtown Oak in SFO, MLBR and DALY dirs due to a medical emergency at WOAK. "
"Aug 01, 2016 ","10 min delay in downtown Oak in SFO, MLBR and DALY dirs due to a medical emergency at WOAK. "
"Aug 01, 2016 ",BART recovering: 10 min delay between BAYF and SHAY in FRMT and RICH dirs due to equip prob. 
"Aug 01, 2016 ",10 min delay between BAYF and SHAY in FRMT and RICH dirs due to equip prob. 
"Jul 31, 2016 ",BART recovering: major delay on PITT line in PITT and SFO dirs. 
"Jul 30, 2016 ",WCRK stn is now open. 
"Jul 30, 2016 ",BART recovering: minor delay on PITT line in PITT and SFO dirs. 
"Jul 30, 2016 ",Major delay at WCRK in PITT and SFO dirs due to equip prob. 
"Jul 30, 2016 ",Stn closure at WCRK. 
"Jul 30, 2016 ",Delay developing on PITT line due to equip prob. 
"Jul 30, 2016 ",BART recovering: 10 min delay on RICH line in RICH dir due to a medical emergency. 
"Jul 30, 2016 ",10 min delay at ASBY on RICH line in RICH dir due to a medical emergency. 
"Jul 30, 2016 ",BART recovering: 10 min delay on DALY line in East Bay dir due to equip prob. 
"Jul 29, 2016 ",BART recovering: 20 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Jul 29, 2016 ",20 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Jul 29, 2016 ",10 min delay on PITT line in PITT and SFO dirs due to equip prob. 
"Jul 29, 2016 ","BART recovering: 10 min delay at EMBR in SFO, DALY and East Bay dirs due to police activity. "
"Jul 29, 2016 ","10 min delay at EMBR in SFO, DALY and East Bay dirs due to police activity. "
"Jul 29, 2016 ","BART recovering: 10 min delay at BAYF in FRMT, RICH and DALY dirs due to police activity. "
"Jul 29, 2016 ",BART recovering: 10 min delay system wide due to track maint between DALY and BALB. 
"Jul 29, 2016 ",20 min delay system wide due to track maint between BALB and DALY. 
"Jul 29, 2016 ","10 min delay between 24TH and DALY in PITT, DUBL, SFO, MLBR and DALY dirs due to track maint. "
"Jul 29, 2016 ",10 min delay between 24TH and BALB in PITT and DUBL dirs due to track maint. 
"Jul 29, 2016 ",10 min delay between 24TH and BALB in PITT and DUBL dirs due to equip prob. 
"Jul 28, 2016 ",10 min delay between SF stns and East Bay stns in East Bay dir. 
"Jul 27, 2016 ",BART recovering: 10 min delay on DALY line in PITT and FRMT dirs due to equip prob. 
"Jul 27, 2016 ",BART recovering: 10 min delay on DALY line in DUBL and FRMT dirs due to equip prob. 
"Jul 27, 2016 ","BART recovering: 10 min delay at WOAK in DUBL, FRMT, SFO, MLBR and DALY dirs due to obstruction. "
"Jul 27, 2016 ","BART recovering: 5 min delay at WOAK in DUBL, FRMT, SFO, MLBR and DALY dirs due to obstruction. "
"Jul 27, 2016 ",BART recovering: 10 min delay on RICH line in MLBR dir due to equip prob. 
"Jul 27, 2016 ",BART recovering: 10 min delay on RICH line in FRMT and MLBR dirs due to equip prob. 
"Jul 27, 2016 ",BART recovering: 10 min delay on FRMT line in RICH and DALY dirs due to an earlier equipment prob on track. 
"Jul 27, 2016 ",10 min delay between FRMT and UCTY in RICH and DALY dirs due to equip prob. 
"Jul 27, 2016 ","BART recovering: 10 min delay at WOAK in PITT, DUBL and RICH dirs due to equip prob. "
"Jul 27, 2016 ","10 min delay at WOAK in PITT, DUBL and RICH dirs due to equip prob. "
"Jul 27, 2016 ",BART recovering: 10 min delay at 19TH in RICH dir due to police activity. 
"Jul 27, 2016 ","BART recovering: 10 min delay on DALY line in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 27, 2016 ",10 min delay on DALY line in MLBR and DALY dirs due to equip prob. 
"Jul 26, 2016 ",BART recovering: 10 min delay at LAKE in DUBL and FRMT dirs due to police activity. 
"Jul 26, 2016 ",Delay developing at LAKE in DUBL and FRMT dirs due to police activity. 
"Jul 25, 2016 ","BART recovering: 10 min delay between FRMT and SHAY in FRMT, RICH and DALY dirs due to an earlier equipment prob on a train. "
"Jul 25, 2016 ","10 min delay between SHAY and FRMT in FRMT, RICH and DALY dirs due to equip prob. "
"Jul 25, 2016 ",BART recovering: 10 min delay at SF stns in SFO and MLBR dirs due to an earlier equipment prob on a train. 
"Jul 25, 2016 ",BART recovering: 20 min delay system wide due to an earlier equipment prob on a train and medical emergency. 
"Jul 25, 2016 ",10 min delay at downtown SF stns in East Bay dir due to equip prob. 
"Jul 25, 2016 ","20 min delay in downtown Oak in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 25, 2016 ",10 min delay in downtown Oak in SFO and MLBR dirs due to equip prob and an earlier medical emergency at EMBR. 
"Jul 25, 2016 ","BART recovering: 10 min delay at EMBR in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jul 24, 2016 ",20 min delay between SHAY and FRMT in FRMT and RICH dirs due to scheduled track maintenance. 
"Jul 24, 2016 ",10 min delay between SHAY and FRMT in FRMT and RICH dirs due to scheduled track maintenance. 
"Jul 24, 2016 ",20 min delay between SHAY and FRMT in FRMT and RICH dirs due to track maint. 
"Jul 23, 2016 ",BART recovering: 20 min delay at COLS in DUBL and FRMT dirs due to an earlier obstruction on track. 
"Jul 23, 2016 ","20 min delay at COLS in DUBL, FRMT, RICH and DALY dirs due to obstruction. "
"Jul 23, 2016 ","10 min delay at COLS in DUBL, FRMT, RICH and DALY dirs due to obstruction. "
"Jul 22, 2016 ",Major delay between SHAY and FRMT on FRMT line in FRMT and RICH dirs due to track maint. 
"Jul 22, 2016 ",20 min delay between SHAY and FRMT on FRMT line in FRMT and RICH dirs due to track maint. 
"Jul 21, 2016 ",WOAK stn is now open. 
"Jul 21, 2016 ","BART recovering: major delay between WOAK and EMBR in PITT, DUBL, SFO, MLBR and DALY dirs due to obstruction. "
"Jul 21, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jul 21, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
"Jul 21, 2016 ",Stn closure at WOAK due to obstruction. 
"Jul 20, 2016 ",BART recovering: 10 min delay at MACR in FRMT and SFO dirs due to police activity. 
"Jul 20, 2016 ","BART recovering: major delay on FRMT line in FRMT, RICH and DALY dirs due to an earlier equipment prob on track. "
"Jul 20, 2016 ","Major delay between HAYW and FRMT in FRMT, RICH and DALY dirs due to equip prob. "
"Jul 20, 2016 ",20 min delay between FRMT and RICH in RICH dir due to track maint. 20 min delay between SHAY and FRMT in FRMT dir due to track maint. 
"Jul 19, 2016 ","BART recovering: 20 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jul 19, 2016 ","Major delay in transbay tube in SFO, MLBR, DALY and East Bay dirs due to equip prob. "
"Jul 19, 2016 ",BART recovering: we have resumed normal train svc at WDUB. 
"Jul 19, 2016 ",Trains are not stopping at WDUB due to police activity. 
"Jul 19, 2016 ","BART recovering: 10 min delay on FRMT line in DUBL, FRMT, RICH and DALY dirs due to equip prob. "
"Jul 19, 2016 ","10 min delay on FRMT line in DUBL, FRMT, RICH and DALY dirs due to equip prob. "
"Jul 19, 2016 ",BART recovering: 20 min delay at MONT in PITT and DUBL dirs due to an earlier equipment prob on a train. 
"Jul 19, 2016 ",BART recovering: 10 min delay at MONT in PITT and DUBL dirs due to an earlier equipment prob on a train. 
"Jul 19, 2016 ",10 min delay at MONT in PITT and DUBL dirs due to equip prob. 
"Jul 18, 2016 ",BART recovering: 10 min delay at 24TH in East Bay dir due to police activity. 
"Jul 18, 2016 ",10 min delay at 24TH in East Bay dir due to police activity. 
"Jul 18, 2016 ","BART recovering: 10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to equipment probs on trains. "
"Jul 18, 2016 ","10 min delay at SF stns in SFO, MLBR, DALY and East Bay dirs due to equipment probs on a trains. "
"Jul 15, 2016 ",BART recovering: 10 min delay between BAYF and FRMT in FRMT dir due to an earlier equipment prob on a train. 
"Jul 15, 2016 ",20 min delay between FRMT and RICH in RICH dir due to track maint. 20 min delay between SHAY and FRMT in FRMT dir due to track maint. 
"Jul 15, 2016 ",BART recovering: 10 min delay at FTVL on FRMT line in DUBL and FRMT dirs due to police activity. 
"Jul 14, 2016 ","BART recovering: 10 min delay on DALY line in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jul 14, 2016 ",BART recovering: 10 min delay at SF stns in SF and East Bay dirs due to equip prob. 
"Jul 14, 2016 ","10 min delay at DALY in PITT, RICH and SF dirs due to equip prob. "
"Jul 14, 2016 ","10 min delay at EMBR in SFO, MLBR and DALY dirs due to a medical emergency. "
"Jul 14, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and RICH in RICH dir due to track maint. 
"Jul 13, 2016 ","10 min delay at SF stns in SFO, MLBR and DALY dirs due to equip prob. "
"Jul 13, 2016 ",20 min delay between FRMT and RICH in RICH dir due to track maint. 20 min delay between SHAY and FRMT in FRMT dir due to track maint. 
"Jul 13, 2016 ",10 min delay at MACR in FRMT and MLBR dirs due to equip prob. 
"Jul 11, 2016 ","BART recovering: 10 min delay at WOAK in SFO, MLBR and DALY dirs due to police activity. "
"Jul 11, 2016 ",BART recovering: 10 min delay in downtown Oak in all dirs due to an earlier equipment prob on track. 
"Jul 11, 2016 ",BART recovering: 20 min delay in downtown Oak in all dirs due to an earlier equipment prob on track. 
"Jul 11, 2016 ",Major delay in downtown Oak in all dirs due to equip prob. 
"Jul 11, 2016 ",20 min delay between SHAY and FRMT in FRMT and RICH dirs due to track maint. 
"Jul 10, 2016 ",10 min delay in downtown Oak in RICH and DALY dirs due to a medical emergency. 
"Jul 08, 2016 ","BART recovering: 10 min delay in downtown Oak in FRMT, SFO, MLBR and DALY dirs due to police activity at WOAK. "
"Jul 08, 2016 ","10 min delay at WOAK in SFO, MLBR and DALY dirs due to police activity. "
"Jul 08, 2016 ",BART recovering: 20 min delay on FRMT line in RICH and DALY dirs due to earlier track maintenance. 
"Jul 08, 2016 ",Major delay on FRMT line in RICH and DALY dirs due to track maint between SANL and BAYF. 
"Jul 08, 2016 ",20 min delay on FRMT line in RICH dir due to track maint between SANL and BAYF. 
"Jul 07, 2016 ",20 min delay at UCTY in RICH and DALY dirs due to equip prob. 
"Jul 06, 2016 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier medical emergency at EMBR. "
"Jul 05, 2016 ",BART recovering: 20 min delay between SHAY and UCTY on FRMT line in FRMT dir due to obstruction. 
"Jul 05, 2016 ","BART recovering: major delay at SF stns in SFO, MLBR and East Bay dirs due to obstruction. "
"Jul 05, 2016 ","Major delay at SF stns in SFO, MLBR and East Bay dirs due to obstruction. "
"Jul 04, 2016 ",BART recovering: 10 min delay at CIVC in PITT and DUBL dirs due to police activity. 
"Jul 04, 2016 ",10 min delay at CIVC in PITT and DUBL dirs due to police activity. 
"Jul 02, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jul 02, 2016 ",20-40 min delay at UCTY on FRMT line in FRMT and RICH dirs due to scheduled track maintenance. 
"Jul 01, 2016 ",BART recovering: 10 min delay at EMBR in East Bay dir due to police activity. 
"Jul 01, 2016 ",BART recovering: 10 min delay in PITT and DUBL dirs due to equip prob. 
"Jul 01, 2016 ",20 min delay on DALY line in PITT and SFO dirs due to equip prob. 
"Jun 30, 2016 ",BART recovering: 10 min delay between DALY and BALB on DALY line in East Bay dir due to equip prob. 
"Jun 30, 2016 ",10 min delay between DALY and BALB on DALY line in PITT and DUBL dirs due to equip prob. 
"Jun 30, 2016 ",BART recovering: 20 min delay at SF stns in East Bay dir due to an earlier equipment prob on a train at GLEN. 
"Jun 30, 2016 ",BART recovering: 10 min delay at SF stns in East Bay dir due to an earlier equipment prob on a train at GLEN. 
"Jun 30, 2016 ",10 min delay at GLEN in East Bay dir due to equip prob. 
"Jun 29, 2016 ",BART recovering: 10 min delay on DALY line in East Bay dir due to police activity at POWL stn. 
"Jun 29, 2016 ","BART recovering: 10 min delay on DALY line in SFO, MLBR and DALY dirs due to equip prob. "
"Jun 28, 2016 ",10 min delay on DALY line in East Bay dir due to equip prob. 
"Jun 28, 2016 ",BART recovering: 10 min delay in downtown Oak in SFO and MLBR dirs due to police activity at WOAK. 
"Jun 28, 2016 ",BART recovering: 10 min delay on DALY line in PITT dir due to police activity. 
"Jun 28, 2016 ",BART recovering: 20 min delay on DALY line in SFO dir due to police activity at MACR stn. 
"Jun 28, 2016 ",10 min delay on PITT line in SF dir due to equip prob. 
"Jun 27, 2016 ",BART recovering: 20 min delay at 16TH in East Bay dir due to obstruction. 
"Jun 27, 2016 ",10 min delay at 16TH in East Bay dir due to obstruction. 
"Jun 25, 2016 ",20 min delay between ORIN and ROCK in PITT and SFO dirs due to equip prob. 
"Jun 25, 2016 ",10-15 min delay between ORIN and ROCK in PITT and SFO dirs due to equip prob. 
"Jun 25, 2016 ",10-15 min delay between ORIN and ROCK in PITT and SFO dirs due to track maint. 
"Jun 25, 2016 ","10 min delay between MACR and 19TH in FRMT, SFO and MLBR dirs due to equip prob. "
"Jun 25, 2016 ",10 min delay between MACR and 19TH in FRMT dir due to equip prob. 
"Jun 24, 2016 ",BART recovering: 10 min delay at 12TH in FRMT and SFO dirs due to police activity. 
"Jun 24, 2016 ",10 min delay at 12TH in FRMT and SFO dirs due to police activity. 
"Jun 24, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and RICH in RICH dir due to track maint. 
"Jun 24, 2016 ",BART recovering: 10 min delay at GLEN in PITT and RICH dirs due to equip prob. 
"Jun 24, 2016 ",10 min delay at GLEN in PITT and RICH dirs due to equip prob. 
"Jun 23, 2016 ",20 min delay between FRMT and RICH in RICH dir due to track maint. 20 min delay between SHAY and FRMT in FRMT dir due to track maint. 
"Jun 22, 2016 ",BART recovering: 10 min delay on DALY line in SFO and DALY dirs due to a medical emergency. 
"Jun 22, 2016 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and DALY dirs due to an earlier equipment prob on track and police activity. "
"Jun 22, 2016 ",BART recovering: major delay in downtown Oak in SF and East Bay dirs due to an earlier equipment prob on track at MACR and police activity. 
"Jun 22, 2016 ",BART recovering: 10 min delay in downtown Oak in SF and East Bay dirs due to an earlier equipment prob on track at MACR. 
"Jun 22, 2016 ",10 min delay in downtown Oak in SF and East Bay dirs due to equip prob at MACR. 
"Jun 22, 2016 ",BART recovering: 10 min delay on PITT line in PITT and SF dirs due to police activity at ORIN. trains are now stopping at ORIN. 
"Jun 22, 2016 ",Trains are not stopping at ORIN in PITT and SF dirs due to police activity. 
"Jun 22, 2016 ",20 min delay between SHAY and FRMT in FRMT dir due to track maint. 20 min delay between FRMT and RICH in RICH dir due to track maint. 
"Jun 22, 2016 ",BART recovering: 10 min delay at BAYF in DUBL and FRMT dirs due to police activity. 
"Jun 22, 2016 ",10 min delay at BAYF in DUBL and FRMT dirs due to police activity. 
"Jun 21, 2016 ",BART recovering: 10 min delay on FRMT line in DUBL and FRMT dirs due to police activity. 
"Jun 21, 2016 ",10 min delay on DALY line in SFO and MLBR dirs due to equip prob. 
"Jun 21, 2016 ",10 min delay on FRMT line in DUBL and FRMT dirs due to police activity. 
"Jun 20, 2016 ",BART recovering: 10 min delay at 16TH in FRMT and RICH dirs due to an earlier equipment prob on a train. 
"Jun 20, 2016 ",10 min delay at 16TH in FRMT and RICH dirs due to equip prob. 
"Jun 20, 2016 ","10 min delay between HAYW and FRMT in FRMT, RICH and DALY dirs due to equip prob. "
"Jun 20, 2016 ","BART recovering: 10 min delay at SF stns in SFO, MLBR and East Bay dirs due to earlier medical emergencies in downtown SF. "
"Jun 20, 2016 ","10 min delay at SF stns in SFO, MLBR and East Bay dirs due to a medical emergencies in downtown SF. "
"Jun 20, 2016 ",BART recovering: 10 min delay at SF stns in SFO and MLBR dirs due to earlier medical emergencies. 
"Jun 20, 2016 ",10 min delay at SF stns in SFO and MLBR dirs due to earlier medical emergencies. 
"Jun 19, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8Clxd8beX 
"Jun 19, 2016 ",BART svc has stopped between SHAY and FRMT on FRMT line due to equip prob. 
"Jun 19, 2016 ",BART recovering: 10 min delay at EMBR in PITT and DUBL dirs due to police activity. 
"Jun 19, 2016 ",10 min delay at POWL in PITT and DUBL dirs due to police activity. 
"Jun 19, 2016 ",BART recovering: 20 min delay between MLBR and SFO in SFO and MLBR dirs due to equip prob. 
"Jun 19, 2016 ",20 min delay between MLBR and SFO in SFO and MLBR dirs due to equip prob. 
"Jun 18, 2016 ",A detailed BART service advisory has been issued: https://t.co/G8ClxdpM6v 
